"#","00_IDENTIFICADOR DE L'ALUMNE/A","01_NOM","02_DATA NAIXEMENT","03_RESPONSABLE 1","04_TELÈFON RESP. 1","05_MÒBIL RESP. 1","06_ADREÇA ELECTR. RESP. 1","07_RESPONSABLE 2","08_TELÈFON RESP. 2","09_MÒBIL RESP. 2","10_ADREÇA ELECTR. RESP. 2","11_ADREÇA","12_LOCALITAT","13_MUNICIPI","14_CORREU ELECTRÒNIC","15_ALTRES TELÈFONS","16_CENTRE PROCEDÈNCIA","17_GRUPSCLASSE"
"1","27346562415","Pallares Cabello, Samuel","10/09/1999","Alvarez Avila, Lucía","+34 XXXXXXX","+34 XXXXXXX","samuel@mailintaor.com","Reina Robles, Carlota","+34 XXXXZZZZ","+34 XXXXLLL","lucia@mailintaor.com","c/ de l'aviador Carlota Reina Robles","L'Armentera","Albanyà","samuel@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","36642949310","Ramos Suarez, Jan","27/10/1990","Rovira Cabrera, Axel","+34 XXXXXXX","+34 XXXXXXX","jan@mailintaor.com","Hidalgo Alvarez, Helena","+34 XXXXZZZZ","+34 XXXXLLL","axel@mailintaor.com","c/ de l'aviador Helena Hidalgo Alvarez","L'Armentera","Albanyà","jan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","30367386138","Paredes Fuentes, Nil","21/01/1991","Castaño Santos, Blanca","+34 XXXXXXX","+34 XXXXXXX","nil@mailintaor.com","Guerra Nieto, Max","+34 XXXXZZZZ","+34 XXXXLLL","blanca@mailintaor.com","c/ de l'aviador Max Guerra Nieto","L'Armentera","Albanyà","nil@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","67848491776","Fernandez Prats, Aitor","30/06/1999","Estrada Farre, Arnau","+34 XXXXXXX","+34 XXXXXXX","aitor@mailintaor.com","Lozano Fernandez, Alejandro","+34 XXXXZZZZ","+34 XXXXLLL","arnau@mailintaor.com","c/ de l'aviador Alejandro Lozano Fernandez","L'Armentera","Albanyà","aitor@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","44380862075","Montoya Valle, Arnau","25/12/1993","Vera Cabrera, Cristina","+34 XXXXXXX","+34 XXXXXXX","arnau@mailintaor.com","Pozo Mora, Jan","+34 XXXXZZZZ","+34 XXXXLLL","cristina@mailintaor.com","c/ de l'aviador Jan Pozo Mora","L'Armentera","Albanyà","arnau@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","98074364552","Muñoz Rodriguez, Carlota","11/05/1992","Soriano Comas, Diego","+34 XXXXXXX","+34 XXXXXXX","carlota@mailintaor.com","Oliva Padilla, Bernat","+34 XXXXZZZZ","+34 XXXXLLL","diego@mailintaor.com","c/ de l'aviador Bernat Oliva Padilla","L'Armentera","Albanyà","carlota@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","80685314206","Pastor Ventura, Arnau","13/09/1993","Font Mateu, Nora","+34 XXXXXXX","+34 XXXXXXX","arnau@mailintaor.com","Castro Esteban, Ivet","+34 XXXXZZZZ","+34 XXXXLLL","nora@mailintaor.com","c/ de l'aviador Ivet Castro Esteban","L'Armentera","Albanyà","arnau@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","36730771042","Galindo Pardo, Marc","22/05/1993","Domingo Mendoza, Biel","+34 XXXXXXX","+34 XXXXXXX","marc@mailintaor.com","Badia Garrido, Alejandro","+34 XXXXZZZZ","+34 XXXXLLL","biel@mailintaor.com","c/ de l'aviador Alejandro Badia Garrido","L'Armentera","Albanyà","marc@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","86701369609","Fernandez Gallardo, Isaac","27/03/1990","Simon Garcia, Sara","+34 XXXXXXX","+34 XXXXXXX","isaac@mailintaor.com","Suarez Escobar, Arlet","+34 XXXXZZZZ","+34 XXXXLLL","sara@mailintaor.com","c/ de l'aviador Arlet Suarez Escobar","L'Armentera","Albanyà","isaac@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","48374341445","Serra Alsina, Adrià","15/11/1998","Casado Busquets, Eloi","+34 XXXXXXX","+34 XXXXXXX","adria@mailintaor.com","Luque Rivas, Ainara","+34 XXXXZZZZ","+34 XXXXLLL","eloi@mailintaor.com","c/ de l'aviador Ainara Luque Rivas","L'Armentera","Albanyà","adria@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","78032401243","Peña Sola, Lola","27/11/1998","Crespo Mendoza, Gerard","+34 XXXXXXX","+34 XXXXXXX","lola@mailintaor.com","Garrido Bravo, Arlet","+34 XXXXZZZZ","+34 XXXXLLL","gerard@mailintaor.com","c/ de l'aviador Arlet Garrido Bravo","L'Armentera","Albanyà","lola@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","99163277070","Grau Aparicio, Roger","01/02/1994","Lozano Macias, Albert","+34 XXXXXXX","+34 XXXXXXX","roger@mailintaor.com","Marco Casals, Leyre","+34 XXXXZZZZ","+34 XXXXLLL","albert@mailintaor.com","c/ de l'aviador Leyre Marco Casals","L'Armentera","Albanyà","roger@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","75112508428","Borras Carrera, Iris","30/03/1992","Diez Herrero, Bernat","+34 XXXXXXX","+34 XXXXXXX","iris@mailintaor.com","Pozo Fernandez, David","+34 XXXXZZZZ","+34 XXXXLLL","bernat@mailintaor.com","c/ de l'aviador David Pozo Fernandez","L'Armentera","Albanyà","iris@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","26981577848","Marquez Santos, Adrián","24/11/1995","Bosch Marco, Gisela","+34 XXXXXXX","+34 XXXXXXX","adrian@mailintaor.com","Ramirez Vega, Lucía","+34 XXXXZZZZ","+34 XXXXLLL","gisela@mailintaor.com","c/ de l'aviador Lucía Ramirez Vega","L'Armentera","Albanyà","adrian@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","37600521462","Pardo Torres, Carlota","13/09/1990","Beltran Casado, Adam","+34 XXXXXXX","+34 XXXXXXX","carlota@mailintaor.com","Quesada Millan, Rayan","+34 XXXXZZZZ","+34 XXXXLLL","adam@mailintaor.com","c/ de l'aviador Rayan Quesada Millan","L'Armentera","Albanyà","carlota@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","17686938440","Guillen Simon, Mariona","12/01/1994","Miguel Cuenca, Ian","+34 XXXXXXX","+34 XXXXXXX","mariona@mailintaor.com","Blanco Mesa, Alejandro","+34 XXXXZZZZ","+34 XXXXLLL","ian@mailintaor.com","c/ de l'aviador Alejandro Blanco Mesa","L'Armentera","Albanyà","mariona@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","79978971988","Collado Sole, Jordi","26/03/1999","Macias Sans, Leo","+34 XXXXXXX","+34 XXXXXXX","jordi@mailintaor.com","Velasco Palau, Adrián","+34 XXXXZZZZ","+34 XXXXLLL","leo@mailintaor.com","c/ de l'aviador Adrián Velasco Palau","L'Armentera","Albanyà","jordi@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","73283517814","Rovira Valverde, Clara","05/04/1998","Galindo Collado, Marta","+34 XXXXXXX","+34 XXXXXXX","clara@mailintaor.com","Vazquez Guerra, Carlota","+34 XXXXZZZZ","+34 XXXXLLL","marta@mailintaor.com","c/ de l'aviador Carlota Vazquez Guerra","L'Armentera","Albanyà","clara@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","30316005454","Mateu Andres, Antonio","21/01/1993","Font Pages, Adrián","+34 XXXXXXX","+34 XXXXXXX","antonio@mailintaor.com","Avila Aguilera, Miquel","+34 XXXXZZZZ","+34 XXXXLLL","adrian@mailintaor.com","c/ de l'aviador Miquel Avila Aguilera","L'Armentera","Albanyà","antonio@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","96044041360","Vila Cruz, Carlos","30/06/1997","Mora Nieto, Joana","+34 XXXXXXX","+34 XXXXXXX","carlos@mailintaor.com","Codina Cuevas, Naia","+34 XXXXZZZZ","+34 XXXXLLL","joana@mailintaor.com","c/ de l'aviador Naia Codina Cuevas","L'Armentera","Albanyà","carlos@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","43126866581","Bonet Mata, Ona","09/09/1991","Pages Costa, Judith","+34 XXXXXXX","+34 XXXXXXX","ona@mailintaor.com","Diez Campos, Helena","+34 XXXXZZZZ","+34 XXXXLLL","judith@mailintaor.com","c/ de l'aviador Helena Diez Campos","L'Armentera","Albanyà","ona@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","75858311582","Perez Castillo, Adrián","08/08/1999","Vives Fuentes, Iris","+34 XXXXXXX","+34 XXXXXXX","adrian@mailintaor.com","Mendez Font, Ana","+34 XXXXZZZZ","+34 XXXXLLL","iris@mailintaor.com","c/ de l'aviador Ana Mendez Font","L'Armentera","Albanyà","adrian@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","96358619182","Cardenas Juan, Jana","22/10/1995","Marco Maldonado, Laura","+34 XXXXXXX","+34 XXXXXXX","jana@mailintaor.com","Ponce Herrero, Nerea","+34 XXXXZZZZ","+34 XXXXLLL","laura@mailintaor.com","c/ de l'aviador Nerea Ponce Herrero","L'Armentera","Albanyà","jana@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","10141737400","Miguel Beltran, Lola","10/08/1991","Mas Dalmau, Marta","+34 XXXXXXX","+34 XXXXXXX","lola@mailintaor.com","Alvarez Sancho, Marta","+34 XXXXZZZZ","+34 XXXXLLL","marta@mailintaor.com","c/ de l'aviador Marta Alvarez Sancho","L'Armentera","Albanyà","lola@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","34098176563","Cuenca Arenas, Carla","23/02/1990","Roig Guerrero, Samuel","+34 XXXXXXX","+34 XXXXXXX","carla@mailintaor.com","Gimeno Gallardo, Biel","+34 XXXXZZZZ","+34 XXXXLLL","samuel@mailintaor.com","c/ de l'aviador Biel Gimeno Gallardo","L'Armentera","Albanyà","carla@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","73299426126","Montero Martin, Gabriel","24/09/1993","Moreno Marquez, Blanca","+34 XXXXXXX","+34 XXXXXXX","gabriel@mailintaor.com","Pujol Vazquez, Adriana","+34 XXXXZZZZ","+34 XXXXLLL","blanca@mailintaor.com","c/ de l'aviador Adriana Pujol Vazquez","L'Armentera","Albanyà","gabriel@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","28899785693","Santos Hidalgo, Alan","14/09/1994","Vazquez Galindo, Leyre","+34 XXXXXXX","+34 XXXXXXX","alan@mailintaor.com","Guillen Benitez, Laura","+34 XXXXZZZZ","+34 XXXXLLL","leyre@mailintaor.com","c/ de l'aviador Laura Guillen Benitez","L'Armentera","Albanyà","alan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","21829242578","Martin Sole, Nora","19/04/1991","Pascual Gallego, Bruno","+34 XXXXXXX","+34 XXXXXXX","nora@mailintaor.com","Alsina Rubio, Sergi","+34 XXXXZZZZ","+34 XXXXLLL","bruno@mailintaor.com","c/ de l'aviador Sergi Alsina Rubio","L'Armentera","Albanyà","nora@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","68628963712","Delgado Esteban, Sergi","08/02/1997","Oliva Martos, David","+34 XXXXXXX","+34 XXXXXXX","sergi@mailintaor.com","Jurado Sans, Marwa","+34 XXXXZZZZ","+34 XXXXLLL","david@mailintaor.com","c/ de l'aviador Marwa Jurado Sans","L'Armentera","Albanyà","sergi@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","11599570232","Valverde Cabrera, Noa","11/04/1999","Aguilera Sole, Naiara","+34 XXXXXXX","+34 XXXXXXX","noa@mailintaor.com","Flores Pujol, Marina","+34 XXXXZZZZ","+34 XXXXLLL","naiara@mailintaor.com","c/ de l'aviador Marina Flores Pujol","L'Armentera","Albanyà","noa@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","39660719604","Millan Herrera, Dídac","03/08/1998","Padilla Navas, Helena","+34 XXXXXXX","+34 XXXXXXX","didac@mailintaor.com","Arroyo Izquierdo, Irene","+34 XXXXZZZZ","+34 XXXXLLL","helena@mailintaor.com","c/ de l'aviador Irene Arroyo Izquierdo","L'Armentera","Albanyà","didac@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","90737272825","Pages Valle, Elena","06/04/1992","Serrano Navarro, Paula","+34 XXXXXXX","+34 XXXXXXX","elena@mailintaor.com","Marquez Villar, Leo","+34 XXXXZZZZ","+34 XXXXLLL","paula@mailintaor.com","c/ de l'aviador Leo Marquez Villar","L'Armentera","Albanyà","elena@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","51480526878","Abad Vives, Joel","09/03/1995","Domingo Navarro, Noa","+34 XXXXXXX","+34 XXXXXXX","joel@mailintaor.com","Pardo Casado, Sergi","+34 XXXXZZZZ","+34 XXXXLLL","noa@mailintaor.com","c/ de l'aviador Sergi Pardo Casado","L'Armentera","Albanyà","joel@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","70521066040","Marco Leon, Gisela","09/01/1991","Marquez Vargas, Carlos","+34 XXXXXXX","+34 XXXXXXX","gisela@mailintaor.com","Campos Bravo, Joan","+34 XXXXZZZZ","+34 XXXXLLL","carlos@mailintaor.com","c/ de l'aviador Joan Campos Bravo","L'Armentera","Albanyà","gisela@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","46378660038","Sierra Delgado, David","29/03/1994","Cruz Roldan, Roc","+34 XXXXXXX","+34 XXXXXXX","david@mailintaor.com","Amaya Luna, Gerard","+34 XXXXZZZZ","+34 XXXXLLL","roc@mailintaor.com","c/ de l'aviador Gerard Amaya Luna","L'Armentera","Albanyà","david@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","35710316956","Ortega Andreu, Leire","20/12/1992","Mas Vazquez, Biel","+34 XXXXXXX","+34 XXXXXXX","leire@mailintaor.com","Santamaria Piñol, Nora","+34 XXXXZZZZ","+34 XXXXLLL","biel@mailintaor.com","c/ de l'aviador Nora Santamaria Piñol","L'Armentera","Albanyà","leire@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","31939375242","Fernandez Padilla, Marina","10/12/1992","Bautista Reina, Emma","+34 XXXXXXX","+34 XXXXXXX","marina@mailintaor.com","Ferrer Bosch, Martí","+34 XXXXZZZZ","+34 XXXXLLL","emma@mailintaor.com","c/ de l'aviador Martí Ferrer Bosch","L'Armentera","Albanyà","marina@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","93224913645","Montero Pons, Erik","08/01/1991","Arias Guerra, Gerard","+34 XXXXXXX","+34 XXXXXXX","erik@mailintaor.com","Codina Rovira, Joana","+34 XXXXZZZZ","+34 XXXXLLL","gerard@mailintaor.com","c/ de l'aviador Joana Codina Rovira","L'Armentera","Albanyà","erik@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","54475986400","Juan Diez, Berta","12/11/1995","Heredia Roldan, Ian","+34 XXXXXXX","+34 XXXXXXX","berta@mailintaor.com","Oliver Luque, Izan","+34 XXXXZZZZ","+34 XXXXLLL","ian@mailintaor.com","c/ de l'aviador Izan Oliver Luque","L'Armentera","Albanyà","berta@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","58813036966","Blanco Sola, Samuel","14/02/1990","Marin Gimeno, Carlos","+34 XXXXXXX","+34 XXXXXXX","samuel@mailintaor.com","Alonso Ordoñez, Judith","+34 XXXXZZZZ","+34 XXXXLLL","carlos@mailintaor.com","c/ de l'aviador Judith Alonso Ordoñez","L'Armentera","Albanyà","samuel@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","68537239000","Linares Pages, Miquel","10/06/1990","Casado Valls, Elena","+34 XXXXXXX","+34 XXXXXXX","miquel@mailintaor.com","Bertran Marcos, Martina","+34 XXXXZZZZ","+34 XXXXLLL","elena@mailintaor.com","c/ de l'aviador Martina Bertran Marcos","L'Armentera","Albanyà","miquel@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","96693690641","Roman Herrera, Nora","17/09/1995","Sabate Gimeno, Jordi","+34 XXXXXXX","+34 XXXXXXX","nora@mailintaor.com","Villanueva Muñoz, Gisela","+34 XXXXZZZZ","+34 XXXXLLL","jordi@mailintaor.com","c/ de l'aviador Gisela Villanueva Muñoz","L'Armentera","Albanyà","nora@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","82633502325","Cortes Millan, Arlet","24/01/1990","Carrillo Alcaraz, Naia","+34 XXXXXXX","+34 XXXXXXX","arlet@mailintaor.com","Escobar Castillo, Samuel","+34 XXXXZZZZ","+34 XXXXLLL","naia@mailintaor.com","c/ de l'aviador Samuel Escobar Castillo","L'Armentera","Albanyà","arlet@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","58328689656","Ribera Romero, Anna","02/04/1996","Casals Ferre, Bruna","+34 XXXXXXX","+34 XXXXXXX","anna@mailintaor.com","Ruiz Diaz, Jaume","+34 XXXXZZZZ","+34 XXXXLLL","bruna@mailintaor.com","c/ de l'aviador Jaume Ruiz Diaz","L'Armentera","Albanyà","anna@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","25296962627","Gomez Cardenas, Marc","27/09/1996","Gallardo Valero, Gisela","+34 XXXXXXX","+34 XXXXXXX","marc@mailintaor.com","Peña Pascual, Sergi","+34 XXXXZZZZ","+34 XXXXLLL","gisela@mailintaor.com","c/ de l'aviador Sergi Peña Pascual","L'Armentera","Albanyà","marc@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","95733765341","Egea Ibañez, Max","30/08/1999","Murillo Alba, Bruna","+34 XXXXXXX","+34 XXXXXXX","max@mailintaor.com","Egea Murillo, Ayman","+34 XXXXZZZZ","+34 XXXXLLL","bruna@mailintaor.com","c/ de l'aviador Ayman Egea Murillo","L'Armentera","Albanyà","max@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","77856068187","Luque Pallares, Ivet","23/11/1997","Nuñez Morales, Andrea","+34 XXXXXXX","+34 XXXXXXX","ivet@mailintaor.com","Valero Villar, Alan","+34 XXXXZZZZ","+34 XXXXLLL","andrea@mailintaor.com","c/ de l'aviador Alan Valero Villar","L'Armentera","Albanyà","ivet@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","34417558345","Miralles Exposito, Samuel","04/09/1995","Sala Font, Eva","+34 XXXXXXX","+34 XXXXXXX","samuel@mailintaor.com","Romero Valverde, Abril","+34 XXXXZZZZ","+34 XXXXLLL","eva@mailintaor.com","c/ de l'aviador Abril Romero Valverde","L'Armentera","Albanyà","samuel@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","51766815757","Fuentes Millan, Salma","24/11/1998","Herrera Collado, Queralt","+34 XXXXXXX","+34 XXXXXXX","salma@mailintaor.com","Roldan Beltran, Ferran","+34 XXXXZZZZ","+34 XXXXLLL","queralt@mailintaor.com","c/ de l'aviador Ferran Roldan Beltran","L'Armentera","Albanyà","salma@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","19510394764","Beltran Sierra, Guillem","11/07/1997","Salas Moya, Alexandra","+34 XXXXXXX","+34 XXXXXXX","guillem@mailintaor.com","Plaza Marco, Alexandra","+34 XXXXZZZZ","+34 XXXXLLL","alexandra@mailintaor.com","c/ de l'aviador Alexandra Plaza Marco","L'Armentera","Albanyà","guillem@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","40225038945","Valencia Carmona, Adam","23/05/1993","Bueno Carrasco, Rayan","+34 XXXXXXX","+34 XXXXXXX","adam@mailintaor.com","Palau Sala, Irene","+34 XXXXZZZZ","+34 XXXXLLL","rayan@mailintaor.com","c/ de l'aviador Irene Palau Sala","L'Armentera","Albanyà","adam@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","35174740254","Valero Muñoz, Gisela","21/01/1997","Santiago Rueda, Pol","+34 XXXXXXX","+34 XXXXXXX","gisela@mailintaor.com","Garriga Nadal, Ainara","+34 XXXXZZZZ","+34 XXXXLLL","pol@mailintaor.com","c/ de l'aviador Ainara Garriga Nadal","L'Armentera","Albanyà","gisela@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","36120685108","Esteban Garrido, Antonio","03/09/1993","Caballero Camps, Marwa","+34 XXXXXXX","+34 XXXXXXX","antonio@mailintaor.com","Mendez Pons, Ona","+34 XXXXZZZZ","+34 XXXXLLL","marwa@mailintaor.com","c/ de l'aviador Ona Mendez Pons","L'Armentera","Albanyà","antonio@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","22742906643","Bertran Gutierrez, Jana","19/04/1994","Vargas Beltran, Gabriel","+34 XXXXXXX","+34 XXXXXXX","jana@mailintaor.com","Blanch Rico, Miquel","+34 XXXXZZZZ","+34 XXXXLLL","gabriel@mailintaor.com","c/ de l'aviador Miquel Blanch Rico","L'Armentera","Albanyà","jana@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","48785470287","Ribas Roca, Quim","16/07/1993","Nieto Iglesias, Dídac","+34 XXXXXXX","+34 XXXXXXX","quim@mailintaor.com","Rodriguez Nadal, Jan","+34 XXXXZZZZ","+34 XXXXLLL","didac@mailintaor.com","c/ de l'aviador Jan Rodriguez Nadal","L'Armentera","Albanyà","quim@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","80044220048","Llorens Asensio, Mohamed","11/08/1992","Oliver Rovira, Leyre","+34 XXXXXXX","+34 XXXXXXX","mohamed@mailintaor.com","Garrido Gimeno, Judit","+34 XXXXZZZZ","+34 XXXXLLL","leyre@mailintaor.com","c/ de l'aviador Judit Garrido Gimeno","L'Armentera","Albanyà","mohamed@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","43416893228","Soria Santiago, Valentina","05/11/1991","Espinosa Bonet, Carlos","+34 XXXXXXX","+34 XXXXXXX","valentina@mailintaor.com","Farre Miro, Ana","+34 XXXXZZZZ","+34 XXXXLLL","carlos@mailintaor.com","c/ de l'aviador Ana Farre Miro","L'Armentera","Albanyà","valentina@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","44565967521","Nieto Aranda, Erik","31/01/1999","Vidal Andreu, José","+34 XXXXXXX","+34 XXXXXXX","erik@mailintaor.com","Fuentes Medina, Aina","+34 XXXXZZZZ","+34 XXXXLLL","jose@mailintaor.com","c/ de l'aviador Aina Fuentes Medina","L'Armentera","Albanyà","erik@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","11763377646","Robles Santos, Queralt","01/10/1997","Bermudez Sola, Joel","+34 XXXXXXX","+34 XXXXXXX","queralt@mailintaor.com","Ros Alba, Lucía","+34 XXXXZZZZ","+34 XXXXLLL","joel@mailintaor.com","c/ de l'aviador Lucía Ros Alba","L'Armentera","Albanyà","queralt@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","35710872016","Vicente Navarro, Malak","13/03/1992","Bueno Palau, Elsa","+34 XXXXXXX","+34 XXXXXXX","malak@mailintaor.com","Izquierdo Heredia, Eloi","+34 XXXXZZZZ","+34 XXXXLLL","elsa@mailintaor.com","c/ de l'aviador Eloi Izquierdo Heredia","L'Armentera","Albanyà","malak@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","14937758338","Pardo Izquierdo, Berta","29/05/1995","Alarcon Viñas, Ivet","+34 XXXXXXX","+34 XXXXXXX","berta@mailintaor.com","Carrasco Mas, Anna","+34 XXXXZZZZ","+34 XXXXLLL","ivet@mailintaor.com","c/ de l'aviador Anna Carrasco Mas","L'Armentera","Albanyà","berta@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","56963081747","Hidalgo Gracia, Quim","23/05/1998","Campos Bertran, Adam","+34 XXXXXXX","+34 XXXXXXX","quim@mailintaor.com","Blanco Camps, Axel","+34 XXXXZZZZ","+34 XXXXLLL","adam@mailintaor.com","c/ de l'aviador Axel Blanco Camps","L'Armentera","Albanyà","quim@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","61635466745","Ribera Soto, Cristina","06/01/1996","Reina Mir, Bruno","+34 XXXXXXX","+34 XXXXXXX","cristina@mailintaor.com","Bueno Valles, Malak","+34 XXXXZZZZ","+34 XXXXLLL","bruno@mailintaor.com","c/ de l'aviador Malak Bueno Valles","L'Armentera","Albanyà","cristina@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","67019139035","Santos Gracia, Xavier","08/07/1995","Herrera Salas, Diego","+34 XXXXXXX","+34 XXXXXXX","xavier@mailintaor.com","Santos Contreras, Iker","+34 XXXXZZZZ","+34 XXXXLLL","diego@mailintaor.com","c/ de l'aviador Iker Santos Contreras","L'Armentera","Albanyà","xavier@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","98417781459","Rico Diez, Nora","31/01/1992","Iglesias Arenas, Marta","+34 XXXXXXX","+34 XXXXXXX","nora@mailintaor.com","Villanueva Pujol, Guillem","+34 XXXXZZZZ","+34 XXXXLLL","marta@mailintaor.com","c/ de l'aviador Guillem Villanueva Pujol","L'Armentera","Albanyà","nora@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","39150248401","Bertran Manzano, Aina","10/01/1995","Juan Bravo, Marina","+34 XXXXXXX","+34 XXXXXXX","aina@mailintaor.com","Pages Prieto, Marina","+34 XXXXZZZZ","+34 XXXXLLL","marina@mailintaor.com","c/ de l'aviador Marina Pages Prieto","L'Armentera","Albanyà","aina@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","52184040853","Dalmau Vila, Lucas","01/12/1992","Reyes Pozo, Helena","+34 XXXXXXX","+34 XXXXXXX","lucas@mailintaor.com","Pacheco Guerra, Salma","+34 XXXXZZZZ","+34 XXXXLLL","helena@mailintaor.com","c/ de l'aviador Salma Pacheco Guerra","L'Armentera","Albanyà","lucas@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","36188599027","Iglesias Reyes, Joel","23/02/1992","Santos Valverde, Aitana","+34 XXXXXXX","+34 XXXXXXX","joel@mailintaor.com","Rueda Salas, Irene","+34 XXXXZZZZ","+34 XXXXLLL","aitana@mailintaor.com","c/ de l'aviador Irene Rueda Salas","L'Armentera","Albanyà","joel@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","85827909871","Valle Rueda, Joan","16/03/1996","Pozo Aranda, Ona","+34 XXXXXXX","+34 XXXXXXX","joan@mailintaor.com","Mendoza Roman, Elsa","+34 XXXXZZZZ","+34 XXXXLLL","ona@mailintaor.com","c/ de l'aviador Elsa Mendoza Roman","L'Armentera","Albanyà","joan@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","96786935012","Torrent Rojas, Albert","04/11/1996","Duran Puig, Noa","+34 XXXXXXX","+34 XXXXXXX","albert@mailintaor.com","Bravo Reina, Emma","+34 XXXXZZZZ","+34 XXXXLLL","noa@mailintaor.com","c/ de l'aviador Emma Bravo Reina","L'Armentera","Albanyà","albert@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","47218974674","Bonet Garrido, Roger","25/10/1999","Cano Abad, Nil","+34 XXXXXXX","+34 XXXXXXX","roger@mailintaor.com","Roig Fuentes, Naiara","+34 XXXXZZZZ","+34 XXXXLLL","nil@mailintaor.com","c/ de l'aviador Naiara Roig Fuentes","L'Armentera","Albanyà","roger@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
